ix,iy,x,y,rho,eigvec
10,9,-2.4,-2.8,0.0556850601232791,-0.00416096777473488
10,10,-2.4,-2.4,0.0745620869017715,-0.00712024407813749
10,11,-2.4,-2,0.103090924558364,-0.0112928821144735
10,12,-2.4,-1.6,0.14114202522447,-0.0161391204626917
10,13,-2.4,-1.2,0.184056651633004,-0.020540073851566
10,14,-2.4,-0.8,0.223388759635837,-0.0235865173173662
10,15,-2.4,-0.4,0.250592536652984,-0.0251674215689565
10,16,-2.4,0,0.260220947067677,-0.0256206443297902
10,17,-2.4,0.4,0.250585659575749,-0.0251623972244309
10,18,-2.4,0.8,0.22337627722983,-0.0235835349394022
10,19,-2.4,1.2,0.184041189431185,-0.0205351989886014
10,20,-2.4,1.6,0.141126894629799,-0.0161383737809149
10,21,-2.4,2,0.103078657214408,-0.0112918539613125
10,22,-2.4,2.4,0.0745534431023654,-0.00711821997847723
10,23,-2.4,2.8,0.0556794926675555,-0.00416082709502355
10,24,-2.4,3.2,0.0441852006749271,-0.00232132425552642
10,25,-2.4,3.6,0.0375319072263074,-0.00126186487729105
10,26,-2.4,4,0.0338010783875579,-0.000673405890058467
10,27,-2.4,4.4,0.0317552343142323,-0.000354182050239118
10,28,-2.4,4.8,0.0306517134722023,-0.000183338804066179
10,29,-2.4,5.2,0.0300670583586712,-9.38665440555775e-05
10,30,-2.4,5.6,0.0297686841726718,-4.84721331601946e-05
10,31,-2.4,6,0.0294967504674162,1.04758337726986e-07
11,0,-2,-6.4,0.0294967504674162,1.32813085246068e-07
11,1,-2,-6,0.0296844869763513,-3.59730677310027e-05
11,2,-2,-5.6,0.0298723588607247,-6.43716699943117e-05
11,3,-2,-5.2,0.0302809004306273,-0.000127068204059482
11,4,-2,-4.8,0.0310877157071233,-0.000251024282241127
11,5,-2,-4.4,0.0326496853220406,-0.000493392966056152
11,6,-2,-4,0.0356420408365396,-0.000962973660792904
11,7,-2,-3.6,0.0413036597284775,-0.00186166726579432
11,8,-2,-3.2,0.0518357150317241,-0.00354626477699164
11,9,-2,-2.8,0.0708396588082937,-0.00654529654483626
11,10,-2,-2.4,0.103090924558363,-0.0112928607059024
11,11,-2,-2,0.152054419058979,-0.0173646934865934
11,12,-2,-1.6,0.214909318663391,-0.0230119407548535
11,13,-2,-1.2,0.280326221520531,-0.0264067881005421
11,14,-2,-0.8,0.334367813943827,-0.0274335558529189
11,15,-2,-0.4,0.368350839904749,-0.0272809992719719
11,16,-2,0,0.379738167070834,-0.0270952335192165
11,17,-2,0.4,0.368342569216139,-0.0272816366914799
11,18,-2,0.8,0.334351529691299,-0.0274339609383342
11,19,-2,1.2,0.280303758655514,-0.0264101490442097
11,20,-2,1.6,0.214885057944419,-0.0230061008126073
11,21,-2,2,0.152033501663577,-0.0173625826115783
11,22,-2,2.4,0.103075964862457,-0.0112887433455078
11,23,-2,2.8,0.0708302430808795,-0.00654404583707358
11,24,-2,3.2,0.0518299680728265,-0.00354501291018629
11,25,-2,3.6,0.0412998074349516,-0.00186069391325122
11,26,-2,4,0.0356386440308722,-0.000962049557954115
11,27,-2,4.4,0.0326454801351655,-0.000491592546318157
11,28,-2,4.8,0.0310797714396098,-0.000249204052539041
11,29,-2,5.2,0.0302716917392709,-0.000124965656767182
11,30,-2,5.6,0.029868407931202,-6.34579724684527e-05
11,31,-2,6,0.0294967504674162,1.36741366171123e-07
12,0,-1.6,-6.4,0.0294967504674162,7.12158778801895e-08
12,1,-1.6,-6,0.0297409727567472,-4.4410827282291e-05
12,2,-1.6,-5.6,0.0299793230668264,-8.07049146430735e-05
12,3,-1.6,-5.2,0.0305058223985872,-0.000161163800727469
12,4,-1.6,-4.8,0.0315663884112142,-0.000324979721824647
12,5,-1.6,-4.4,0.0336686523249198,-0.000652818335245988
12,6,-1.6,-4,0.037812006471685,-0.00130626310376583
12,7,-1.6,-3.6,0.0459242165799365,-0.00260041820721643
12,8,-1.6,-3.2,0.0616051382748714,-0.00510146772636913
12,9,-1.6,-2.8,0.0908815539796176,-0.00955995288563385
12,10,-1.6,-2.4,0.141142025224471,-0.0161386946735841
12,11,-1.6,-2,0.214909318663391,-0.0230043755238064
12,12,-1.6,-1.6,0.301365336128173,-0.0269932650168511
12,13,-1.6,-1.2,0.379727577654679,-0.0270906078309211
12,14,-1.6,-0.8,0.435415381265538,-0.0252158554021677
12,15,-1.6,-0.4,0.466689833310626,-0.0235149734518941
12,16,-1.6,0,0.476632895362833,-0.0229029658456069
12,17,-1.6,0.4,0.466682486689877,-0.0235226232687247
12,18,-1.6,0.8,0.435399699695261,-0.0252139224873408
12,19,-1.6,1.2,0.379702655442058,-0.0270959992893271
12,20,-1.6,1.6,0.301333902718725,-0.0269948018043021
12,21,-1.6,2,0.214878733946425,-0.0230019490531483
12,22,-1.6,2.4,0.141118767232217,-0.0161360804108247
12,23,-1.6,2.8,0.0908668291913695,-0.00955677114725449
12,24,-1.6,3.2,0.0615964200895981,-0.00509921233430002
12,25,-1.6,3.6,0.045918657531928,-0.00259887839365595
12,26,-1.6,4,0.0378073857264277,-0.00130499107505278
12,27,-1.6,4.4,0.0336631897456213,-0.000651836878959338
12,28,-1.6,4.8,0.0315562516806755,-0.000323130019237027
12,29,-1.6,5.2,0.0304942967369341,-0.000159029567527158
12,30,-1.6,5.6,0.0299746586675147,-7.96308508748098e-05
12,31,-1.6,6,0.0294967504674162,-2.83458848396813e-08
13,0,-1.2,-6.4,0.0294967504674162,-9.63704348264474e-09
13,1,-1.2,-6,0.0297946152271667,-5.24086537294553e-05
13,2,-1.2,-5.6,0.0300825363917596,-9.62583719794884e-05
13,3,-1.2,-5.2,0.0307267605761343,-0.000195080471428476
13,4,-1.2,-4.8,0.0320462205704614,-0.000399470062385689
13,5,-1.2,-4.4,0.0347145580667401,-0.000816894721256562
13,6,-1.2,-4,0.0401044965431603,-0.00167066963340895
13,7,-1.2,-3.6,0.0509738092287849,-0.00340923440436618
13,8,-1.2,-3.2,0.0726508534366442,-0.00682570417446847
13,9,-1.2,-2.8,0.113966734624625,-0.0127678688971524
13,10,-1.2,-2.4,0.184056651633004,-0.0205381570117276
13,11,-1.2,-2,0.280326221520532,-0.0264106095339286
13,12,-1.2,-1.6,0.37972757765468,-0.027097829786682
